STATUS,POLÍTICA COML.,CODIGO,VD ANTIGO 1,VD ANTIGO 2,PEOPLE,LOJAS,REGIAO GGL,REGIAO GR,REGIAO DIV,NOME GGL,NOME GR,NOME DIV,BRICK,REGIAO IM,ENDEREÇO,BAIRRO,CIDADE,ESTADO,CEP,LATITUDE,LONGITUDE,NOME DA FACHADA,DATA INAUGURAÇÂO,POLO DELIVERY,SAFRA,CLUSTER,TIPO LOJA,VAGAS/ESTACIONAMENTO,PDVs ATIVOS,CD SUPRIDOR,INSCR. ESTADUAL,CNPJ,CENTRO DE CUSTOS,ÁREA DE VENDA,METRO LINEAR,ESCOAMENTO,CLUSTER DE PARCELAMENTO,TELEFONE1,TELEFONE2,CELULAR,E-MAIL,SAB,DOM,FUNC.,2ª a 6ª,PSICOTRÓPICOS,FARMÁCIA POP.,SERVIÇOS FARMACEUTICOS,VACINAS,EAC,DENGUE/COVID,INJETAVEIS,IFOOD,RAPPI,UBER,SUPER EXPRESSA,INICIO DE OBRA,TERMINO DE OBRA,FACHADA,BANDEIRA,BICICLETARIO,IMOBILIÁRIO,REALOCAÇÃO,DATA DA VIRADA,DATA INATIVACAO
ATIVA,372.0,220,,,VD220,DSP PITUBA,BA SSA CENTRO,NORDESTE,BR,ALAN COSTA,THIRZA FREITAS,-,,,"AV. MANOEL DIAS DA SILVA,1754",PITUBA,SALVADOR,BA,41830001,-13.006984,-38.460544,DROGARIA SAO PAULO,2007-06-18 00:00:00,NÃO,MADURA,CBR_G,Meio de Quadra,5.0,4.0,VD915,73762413,61.412.110/0225-58,2002200000.0,107.05,64.06,ESCOADORA,PADRÃO,(71)3345-0881,32486652,71999284471,pituba@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,TAKANO,NÃO,-,
INATIVA,0.0,217,,,VD217,DSP RECIFE,,,,,,,,,"AV. FERNANDO SIMOES BARBOSA,20",BOA VIAGEM,RECIFE,PE,51020390,0.0,0.0,DROGARIA SAO PAULO,2011-06-13 00:00:00,NÃO,MADURA, ,SEM TIPO FILIAL,0.0,,VD901,18100103428473,61.412.110/0222-05,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,13/06/2011
ATIVA,669.0,218,,,VD218,DSP ABILIO SOARES,SP PAULISTA,SP CENTRO,SP,FABIO FREITAS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"RUA ABILIO SOARES,782",PARAISO,SAO PAULO,SP,4005003,-23.575426999999998,-46.648787,DROGARIA SAO PAULO,2007-12-05 00:00:00,NÃO,MADURA,AR_G,Meio de Quadra,6.0,4.0,VD910,149639308110,61.412.110/0223-96,2002180000.0,187.05,74.04,NORMAL,PADRÃO,(11)3051-5653,30515670,11941588555,asoares@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,528.0,219,,,VD219,DSP MONTE ALEGRE,SP HIGIENOPOLIS,SP CENTRO,SP,THAMIRIS ALMEIDA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"RUA MONTE ALEGRE,500 SALAO 01",PERDIZES,SAO PAULO,SP,5014000,-23.535007999999998,-46.668366,DROGARIA SAO PAULO,2008-01-18 00:00:00,NÃO,MADURA,AR_PP,Centro Comercial Serviço,5.0,3.0,VD910,149640013110,61.412.110/0224-77,2002190000.0,85.68,40.02,NORMAL,PADRÃO,(11)3868-4567,1138770452,11930467545,malegre@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,872.0,221,,,VD221,DSP LORENA,SP VALE DO PARAIBA,SP LITORAL+ABC,SP,FERNANDA ROBERTA,ANDERSON SANTOS,BRUNA COSTA,,,"RUA DR. RODRIGUES DE AZEVEDO,130",CENTRO,LORENA,SP,12600005,-22.731524999999998,-45.123933,DROGARIA SAO PAULO,2007-08-27 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,0.0,3.0,VD910,420.137.167.112,61.412.110/0226-39,2002210000.0,135.0,51.0,NORMAL,PADRÃO,(12)3153-2718,31533192,12996549943,lorena@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,208.0,222,,,VD222,DSP ITAVUVU,SP SOROCABA,SP INTERIOR,SP,LEANDRO RAIMUNDO,FERNANDA MALAQUIAS,BRUNA COSTA,,,"AV. ITAVUVU,154",VILA OLIMPIA,SOROCABA,SP,18075042,-23.482272,-47.472201,DROGARIA SAO PAULO,2008-01-29 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,3.0,3.0,VD910,669.585.616.114,61.412.110/0227-10,2002220000.0,125.0,18.06,NORMAL,PADRÃO,(15)3234-8069,32348262,15997537989,itavuvu@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
INATIVA,706.0,237,,,VD237,DSP UBERLANDIA,MG TRIANGULO MINEIRO,MINAS,,,,,,,"AVENIDA AFONSO PENA,579",CENTRO,UBERLANDIA,MG,38400130,-18.919959,-48.278475,DROGARIA SAO PAULO,2008-07-28 00:00:00,NÃO,MADURA,AR_M,Centro Comercial Serviço,0.0,4.0,VD917,ISENTO,00.000.000/0000-00,2002370000.0,146.68,65.04,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,30/08/2021
ATIVA,85.0,241,,,VD241,DSP JORGE SAAD,SP MORUMBI,SP SUL,SP,DANILLO SILVA,ALLAN YOUNG,BRUNA COSTA,,,"AV JORGE JOAO SAAD,900 LOJA 05",VILA PROGREDIOR,SAO PAULO,SP,5618001,-23.594144999999997,-46.720521,DROGARIA SAO PAULO,2008-11-14 00:00:00,NÃO,MADURA,AR_P,Posto de Gasolina,2.0,3.0,VD910,148.107.881.114,61.412.110/0245-00,2002410000.0,91.05,40.08,NORMAL,PADRÃO,(11)3739-0820,37390817,11944472326,jsaad@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
INATIVA,962.0,234,,,VD234,DSP DIVINOPOLIS,MG OESTE BH,MINAS,,,,,,,"AV PRIMEIRO DE JUNHO,224 - LOJA TÉRREA 3A E SOBRELOJA",CENTRO,DIVINÓPOLIS,MG,35500002,-20.146597999999997,-44.888304,DROGARIA SAO PAULO,2008-08-07 00:00:00,NÃO,MADURA,INATIVO,Centro Comercial Serviço,5.0,5.0,VD909,ISENTO,00.000.000/0000-00,2002340000.0,169.0,45.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,31/07/2019
ATIVA,567.0,245,,,VD245,DSP ITANHAEM,SP LITORAL SUL,SP LITORAL+ABC,SP,HOCIA SILVA,ANDERSON SANTOS,BRUNA COSTA,,,"AV RUI BARBOSA,26 - 4 PTE",CENTRO,ITANHAEM,SP,11740000,-24.178977,-46.778729999999996,DROGARIA SAO PAULO,2008-08-11 00:00:00,NÃO,MADURA,CBR_G,Esquina,14.0,5.0,VD910,369.115.245.110,61.412.110/0249-25,2002450000.0,229.68,70.02,ESCOADORA,PADRÃO,(13)3426-6389,34262719,13996998662,itanhaem@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,SIM,ANTIGO,NÃO,-,
ATIVA,555.0,244,,,VD244,DSP BRAGANCA PAULISTA,SP ATIBAIA,SP INTERIOR,SP,JAQUELINE AMATI,FERNANDA MALAQUIAS,BRUNA COSTA,,,"AV DOS IMIGRANTES,900 - LOTE 02-B 910 LOTE 02-A",JARDIM AMERICA,BRAGANCA PAULISTA,SP,12902000,-22.962702999999998,-46.543779,DROGARIA SAO PAULO,2008-10-08 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,12.0,3.0,VD910,225.225.114.117,61.412.110/0248-44,2002440000.0,168.0,61.08,ESCOADORA,PADRÃO,(11)4032-8880,40328885,11910225601,braganca@dpsp.com.br,07 ÀS 00,07 ÀS 00,DOMINGOS E FERIADOS,07 ÀS 00,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,573.0,246,,,VD246,DSP RIBEIRAO PRETO,SP RIBEIRAO PRETO,SP NOROESTE,SP,DIOGO MELO,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AV. PRESIDENTE VARGAS,280",ALTO DA BOA VISTA,RIBEIRAO PRETO,SP,14025700,-21.191893,-47.806855,DROGARIA SAO PAULO,2009-04-29 00:00:00,NÃO,MADURA,AR_M,Esquina,11.0,3.0,VD910,582.781.567.113,61.412.110/0250-69,2002460000.0,190.0,62.08,NORMAL,PADRÃO,(16)3632-2281,36323252,16997947011,rpreto@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,2023-06-02,2023-07-16,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,181.0,306,,,VD306,DSP PIRACICABA,SP LIMEIRA,SP NOROESTE,SP,CAMILA ANDRESSA,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AV INDEPENDENCIA,1685",BAIRRO ALTO,PIRACICABA,SP,13419155,-22.733539,-47.63881,DROGARIA SAO PAULO,2009-02-13 00:00:00,NÃO,MADURA,CBR_G,Meio de Quadra,16.0,3.0,VD910,535447530117,61.412.110/0252-20,2003060000.0,195.05,67.02,ESCOADORA,PADRÃO,(19)3422-0740,34344971,19996184611,piracicaba@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,528.0,247,,,VD247,DSP VILA BEATRIZ,SP PINHEIROS,SP CENTRO,SP,CESAR MENDONCA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"R JUDITE,109 LOJA 01",VILA BEATRIZ,SAO PAULO,SP,5445060,-23.552868,-46.696985,DROGARIA SAO PAULO,2009-04-28 00:00:00,NÃO,MADURA,AR_M,Esquina,9.0,3.0,VD910,148.297.096.117,61.412.110/0204-23,2002470000.0,180.01,68.08,ESCOADORA,PADRÃO,(11)3037-7280,30377442,11971183475,vbeatriz@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,531.0,249,,,VD249,DSP JUVENTUS,SP MOOCA,SP LESTE,SP,AIRAM DUARTE,VALTER TOMAZ,BRUNA COSTA,,,"RUA JUVENTUS,337 LOJA 8",PARQUE DA MOOCA,SAO PAULO,SP,3124020,-23.569933,-46.59185,DROGARIA SAO PAULO,2008-10-09 00:00:00,NÃO,MADURA,AR_G,Centro Comercial Serviço,8.0,3.0,VD910,148267285118,61.412.110/0251-40,2002490000.0,189.0,61.08,ESCOADORA,PADRÃO,(11)2061-6765,20633303,11968574486,juventus@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,528.0,307,,,VD307,DSP ALTO DE PINHEIROS,SP PINHEIROS,SP CENTRO,SP,CESAR MENDONCA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AV DIOGENES RIBEIRO DE LIMA,2282 - LOJA 1",ALTO DE PINHEIROS,SAO PAULO,SP,5458001,-23.540446,-46.717997,DROGARIA SAO PAULO,2008-12-18 00:00:00,NÃO,MADURA,AR_PP,Centro Comercial Serviço,2.0,3.0,VD910,148.346.636.118,61.412.110/0255-73,2003070000.0,101.0,56.04,NORMAL,PADRÃO,(11)3021-3915,30214105,11950427738,apinheiros@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2023-05-19,2023-06-26,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,315.0,243,,,VD243,DSP RIO CLARO,SP LIMEIRA,SP NOROESTE,SP,CAMILA ANDRESSA,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AV 2 ,160",CENTRO,RIO CLARO,SP,13504763,-22.408483,-47.559945,DROGARIA SAO PAULO,2008-11-29 00:00:00,NÃO,MADURA,CBR_M,Meio de Quadra,5.0,3.0,VD910,587.299.601.112,61.412.110/0247-63,2002430000.0,117.16,46.08,NORMAL,PADRÃO,(19)3524-4542,35246920,19996147873,rclaro@dpsp.com.br,07 ÀS 00,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 00,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,INATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
INATIVA,0.0,250,,,VD250,DSP PIRACICABA,,,,,,,,,"AV INDEPENDENCIA,1685",BAIRRO ALTO,PIRACICABA,SP,13419155,0.0,0.0,DROGARIA SAO PAULO,2011-06-13 00:00:00,NÃO,MADURA, ,SEM TIPO FILIAL,0.0,,VD901,535447530117,00.000.000/0000-00,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,13/06/2011
INATIVA,,248,,,VD248,DSP BROTAS,,,,,,,,,"AV DOM JOAO VI,503 - LOJA 2",BROTAS,SALVADOR,BA,40285001,,,DROGARIA SAO PAULO,2008-12-26 00:00:00,NÃO,MADURA,PADRÃO,,,4.0,VD902,78470107,61.412.110/0254-92,,,,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,23/06/2010
ATIVA,528.0,223,,,VD223,DSP CLODOMIRO AMAZONAS,SP JARDINS,SP CENTRO,SP,FABIO SANTOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Rua Clodomiro Amazonas,1.249 - Loja e Sobre Loja",Vila Nova Conceição,SAO PAULO,SP,4537012,-23.595318,-46.676525999999996,DROGARIA SAO PAULO,2008-02-01 00:00:00,NÃO,MADURA,AR_M,Esquina,4.0,3.0,VD910,149.773.894.113,61.412.110/0228-09,2002230000.0,151.07,55.06,ESCOADORA,PADRÃO,(11)3842-3423,38460399,11910257743,camazonas@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2024-05-07,2024-05-31,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,40.0,224,,,VD224,DSP BROOKLIN NOVO,SP CAMPO BELO,SP SUL,SP,ANA SANTOS,ALLAN YOUNG,BRUNA COSTA,,,"RUA LUISIANIA,107",BROOKLIN PAULISTA,SAO PAULO,SP,4560020,-23.611618,-46.678581,DROGARIA SAO PAULO,2008-02-26 00:00:00,NÃO,MADURA,AR_M,Esquina,7.0,3.0,VD910,149.830.903.114,61.412.110/0229-81,2002240000.0,112.0,46.02,NORMAL,PADRÃO,(11)5532-0605,(11)50922743,(11)934114382,bnovo@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,2023-10-02,2023-11-16,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,555.0,226,,,VD226,DSP ATIBAIA,SP ATIBAIA,SP INTERIOR,SP,JAQUELINE AMATI,FERNANDA MALAQUIAS,BRUNA COSTA,,,"AL PROF. LUCAS NOGUEIRA GARCEZ,2195",JARDIM PAULISTA,ATIBAIA,SP,12947000,-23.128002,-46.553808,DROGARIA SAO PAULO,2007-12-28 00:00:00,NÃO,MADURA,AR_P,Meio de Quadra,20.0,3.0,VD910,190.192.085.115,61.412.110/0230-15,2002260000.0,126.01,53.04,ESCOADORA,PADRÃO,(11)4411-4851,44114885,11910403315,atibaia@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,220.0,225,,,VD225,DSP TIMOTEO PENTEADO,SP GUARULHOS,SP LESTE,SP,JOAO NOGUEIRA,VALTER TOMAZ,BRUNA COSTA,,,"AV DR TIMOTEO PENTEADO,3406 / 3410",VILA GALVAO,GUARULHOS,SP,7061001,-23.454591,-46.556025999999996,DROGARIA SAO PAULO,2007-11-06 00:00:00,NÃO,MADURA,CBR_G,Esquina,6.0,3.0,VD910,336.822.138.114,61.412.110/0231-04,2002250000.0,160.17000000000002,75.06,NORMAL,PADRÃO,(11)2086-1995,20861996,11943715277,tpenteado@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,567.0,227,,,VD227,DSP ANA COSTA,SP SANTOS,SP LITORAL+ABC,SP,CAIO MONTEIRO,ANDERSON SANTOS,BRUNA COSTA,,,"AV ANA COSTA,306",VILA MATIAS,SANTOS,SP,11060000,-23.957041999999998,-46.331872999999995,DROGARIA SAO PAULO,2009-02-20 00:00:00,NÃO,MADURA,AA_M,Meio de Quadra,21.0,3.0,VD910,633.660.050.110,61.412.110/0232-87,2002270000.0,166.0,54.06,NORMAL,PADRÃO,(13)3224-2094,32239018,13996989962,acosta@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,,,OLD,DSP,-,ANTIGO,NÃO,-,
ATIVA,570.0,228,,,VD228,DSP PONTA DA PRAIA,SP SANTOS,SP LITORAL+ABC,SP,CAIO MONTEIRO,ANDERSON SANTOS,BRUNA COSTA,,,"AV DOS BANCARIOS,143",PONTA DA PRAIA,SANTOS,SP,11030301,-23.988184,-46.30048,DROGARIA SAO PAULO,2008-12-28 00:00:00,NÃO,MADURA,AR_G,Meio de Quadra,33.0,3.0,VD910,633.660.618.113,61.412.110/0233-68,2002280000.0,190.0,67.08,ESCOADORA,PADRÃO,(13)3261-1934,32612109,13996999708,ppraia@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,983.0,229,,,VD229,DSP LIMEIRA,SP LIMEIRA,SP NOROESTE,SP,CAMILA ANDRESSA,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"R BARAO DE CAMPINAS,485 / 489 LOJA 1 SLJ 1",CENTRO,LIMEIRA,SP,13480211,-22.562582,-47.401140999999996,DROGARIA SAO PAULO,2008-08-06 00:00:00,NÃO,MADURA,CBR_P,Esquina,0.0,3.0,VD910,417.297.789.115,61.412.110/0234-49,2002290000.0,97.84,46.0,NORMAL,PADRÃO,(19)3452-4041,34524093,19998189904,limeira@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,884.0,230,,,VD230,DSP AMERICANA,SP AMERICANA,SP INTERIOR,SP,FERNANDO LUCHINE,FERNANDA MALAQUIAS,BRUNA COSTA,,,"AV BRASIL,1700",SANTO ANTONIO,AMERICANA,SP,13465770,-22.752966,-47.34532,DROGARIA SAO PAULO,2008-06-25 00:00:00,NÃO,MADURA,AR_G,Meio de Quadra,19.0,3.0,VD910,165.356.859.112,61.412.110/0235-20,2002300000.0,196.08,80.04,NORMAL,PADRÃO,(19)3462-5012,34054471,19971246786,americana@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,175.0,238,,,VD238,DSP SAO JOSE DO RIO PRETO,SP SAO JOSE DO RIO PRETO,SP NOROESTE,SP,BEATRIZ REIS,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AV BRIGADEIRO FARIA LIMA,5788 / 5794",JARDIM SAO MANOEL,SAO JOSE DO RIO PRETO,SP,15090000,-20.830132,-49.398221,DROGARIA SAO PAULO,2008-10-24 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,25.0,3.0,VD917,647.525.230.114,61.412.110/0237-91,2002380000.0,115.08,58.08,ESCOADORA,PADRÃO,(17)3216-2693,32162643,17997322692,sjriopreto@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,579.0,239,,,VD239,DSP INDEPENDENCIA,SP VALE DO PARAIBA,SP LITORAL+ABC,SP,FERNANDA ROBERTA,ANDERSON SANTOS,BRUNA COSTA,,,"AV INDEPENDENCIA,766",VILA JABOTICABEIRA,TAUBATE,SP,12031000,-23.037876,-45.579131,DROGARIA SAO PAULO,2008-10-03 00:00:00,NÃO,MADURA,CBR_P,Esquina,14.0,3.0,VD910,688.275.896.114,61.412.110/0242-59,2002390000.0,77.53,48.06,ESCOADORA,PADRÃO,(12)3682-1280,36811735,12996609699,independencia@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,85.0,240,,,VD240,DSP ROBERTO MARINHO,SP CAMPO BELO,SP SUL,SP,ANA SANTOS,ALLAN YOUNG,BRUNA COSTA,,,"RUA ZACARIAS DE GOIS,632 loja 02",PARQUE COLONIAL,SAO PAULO,SP,4610001,-23.627686,-46.675093,DROGARIA SAO PAULO,2008-06-27 00:00:00,NÃO,MADURA,AR_P,Posto de Gasolina,6.0,3.0,VD910,148.056.976.115,61.412.110/0241-78,2002400000.0,139.0,44.04,ESCOADORA,PADRÃO,(11)5533-0885,(11)55330875,(11)942865160,rmarinho@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
INATIVA,,2,,,VD002,DSP CELSO GARCIA,,,,,,,,,"AV. CELSO GARCIA,406",BRAS,SAO PAULO,SP,3014000,,,DROGARIA SAO PAULO,1950-10-01 00:00:00,NÃO,MADURA,PADRÃO,,,,VD901,102.746.650.116,00.000.000/0000-00,,,,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,06/02/2010
ATIVA,76.0,3,,,VD003,DSP CONCEICAO,SP JABAQUARA,SP SUL,SP,THAIS ARAKI,ALLAN YOUNG,BRUNA COSTA,,,"AV. ENG ARMANDO DE A. PEREIRA,1009",JABAQUARA,SAO PAULO,SP,4309010,-23.636065,-46.641151,DROGARIA SAO PAULO,1980-06-03 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,0.0,5.0,VD910,110.289.973.113,61.412.110/0022-80,2000030000.0,106.65,51.0,ESCOADORA,PADRÃO,(11) 5017-0054,1150177918,11910437751,conceicao@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,974.0,4,,,VD004,DSP LIBERDADE (MATRIZ),SP VILA MARIANA,SP CENTRO,SP,VANESSA FILIPE,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AVENIDA DA LIBERDADE,840",LIBERDADE,SAO PAULO,SP,1502001,-23.559597,-46.639536,DROGARIA SAO PAULO,1983-12-15 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,5.0,4.0,VD910,102.654.009.110,61.412.110/0001-55,2000040000.0,162.0,60.08,NORMAL,PADRÃO,(11)3207-4168,1132098241,11997220354,liberdade@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
